data_year,arrestee_id,incident_id,arrestee_seq_num,arrest_date,arrest_type_id,multiple_indicator,offense_code,age_id,age_num,sex_code,race_id,ethnicity_id,resident_code,under_18_disposition_code,clearance_ind,age_range_low_num,age_range_high_num
2021,44647723,145432401,1,2021-11-10,3,N,23H,28,25,M,20,20,U,,,25,
2021,44988819,146701882,1,2021-08-01,1,N,13B,27,24,F,20,20,U,,,24,
2021,44988803,146701733,1,2021-08-01,3,N,290,28,25,F,98,10,U,,,25,
2021,44988815,146701843,1,2021-08-01,3,N,13B,26,23,M,20,20,R,,,23,
2021,44398472,144484722,1,2021-09-29,3,N,13B,43,40,M,20,40,U,,,40,
2021,46149913,150921526,1,2021-08-01,1,C,23D,38,35,M,20,40,R,,,35,
2021,44988804,146701740,1,2021-08-01,3,N,23C,38,35,M,20,20,U,,,35,
2021,44988816,146701856,1,2021-08-01,1,N,13B,52,49,M,20,40,R,,,49,
2021,44988795,146701644,1,2021-08-01,3,N,520,46,43,M,20,20,R,,,43,
2021,44398598,144485869,1,2021-08-01,1,N,13B,26,23,M,20,20,U,,,23,
2021,44988926,146702870,1,2021-08-01,1,N,23H,34,31,M,20,20,R,,,31,
2021,44988776,146701445,1,2021-08-01,1,N,13C,46,43,M,20,20,R,,,43,
2021,44988807,146701749,1,2021-08-01,1,N,13B,31,28,F,20,40,N,,,28,
2021,44988790,146701570,1,2021-08-01,1,N,13B,22,19,M,20,40,U,,,19,
2021,44988812,146701789,1,2021-08-01,1,N,13A,62,59,M,20,40,R,,,59,
2021,44989555,146706264,1,2021-08-01,1,N,520,68,65,M,20,40,R,,,65,
2021,45742478,149542923,1,2021-08-01,3,N,520,22,19,M,20,20,R,,,19,
2021,44988802,146701715,1,2021-08-01,1,N,13B,21,18,F,20,20,U,,,18,
2021,44988791,146701584,1,2021-08-01,1,N,13B,28,25,M,20,40,N,,,25,
2021,44988799,146701678,1,2021-08-02,3,N,290,23,20,M,20,40,R,,,20,
2021,46149947,150921706,1,2021-08-02,1,N,23D,62,59,M,20,20,R,,,59,
2021,44988782,146701488,1,2021-08-02,1,N,13A,31,28,F,20,20,R,,,28,
2021,44647748,145432548,1,2021-08-02,1,N,13B,28,25,F,20,40,U,,,25,
2021,44988784,146701504,1,2021-08-02,1,N,520,28,25,M,20,20,U,,,25,
2021,44988830,146701980,1,2021-08-02,1,N,23D,30,27,M,20,20,R,,,27,
2021,45742654,149543415,1,2021-08-02,1,N,23D,41,38,M,20,20,U,,,38,
2021,45742655,149543415,2,2021-08-02,1,N,23D,39,36,M,20,20,R,,,36,
2021,44988852,146702223,1,2021-08-02,3,N,23H,36,33,F,10,20,R,,,33,
2021,44988789,146701539,1,2021-08-02,1,N,250,31,28,F,20,20,R,,,28,
2021,44989631,146706614,1,2021-08-02,3,N,23B,53,50,M,20,20,U,,,50,
2021,44988915,146702807,1,2021-08-02,1,N,13C,54,51,M,20,20,U,,,51,
2021,44989578,146706373,1,2021-08-02,1,N,13C,56,53,F,10,20,U,,,53,
2021,44988796,146701669,1,2021-08-03,1,N,13B,40,37,F,20,40,N,,,37,
2021,44988821,146701916,1,2021-08-03,1,N,520,24,21,M,20,20,R,,,21,
2021,44989347,146705831,1,2021-08-03,3,N,23C,45,42,F,20,20,R,,,42,
2021,44989649,146706691,1,2021-08-03,1,N,13B,28,25,M,20,20,U,,,25,
2021,44989540,146706190,1,2021-08-12,3,C,13A,30,27,M,20,20,R,,,27,
2021,44988856,146702246,1,2021-08-03,1,N,13B,23,20,M,20,20,R,,,20,
2021,44988813,146701795,1,2021-08-03,1,N,35A,27,24,M,20,20,U,,,24,
2021,44988798,146701676,1,2021-08-03,1,M,120,45,42,M,20,20,N,,,42,
2021,44988862,146702286,1,2021-08-03,1,N,13A,37,34,F,20,40,U,,,34,
2021,44988917,146702811,1,2021-08-03,1,N,13B,41,38,M,20,20,N,,,38,
2021,44988787,146701527,1,2021-08-03,1,N,13A,32,29,F,20,20,U,,,29,
2021,44988809,146701748,1,2021-08-03,1,N,35A,57,54,M,20,20,R,,,54,
2021,44989601,146706497,1,2021-08-04,1,N,520,18,15,M,20,40,U,R,,15,
2021,44988808,146701750,1,2021-08-04,1,N,11D,40,37,M,10,20,U,,,37,
2021,44398588,144485781,1,2021-08-09,3,N,13C,50,47,M,20,40,U,,,47,48
2021,44988822,146701929,1,2021-08-04,1,N,35A,36,33,M,20,20,N,,,33,
2021,44988823,146701929,2,2021-08-04,1,N,35A,53,50,M,20,40,R,,,50,
2021,43979258,142965518,1,2021-08-04,1,N,13B,38,35,M,20,20,R,,,35,
2021,45742435,149542826,1,2021-08-04,1,N,13B,37,34,M,20,20,R,,,34,
2021,44398500,144484975,1,2021-08-04,1,N,13A,40,37,M,98,20,U,,,37,
2021,44988794,146701638,1,2021-08-04,1,N,520,38,35,M,20,40,R,,,35,
2021,44988797,146701672,1,2021-08-04,1,N,13B,25,22,M,20,20,R,,,22,
2021,45742448,149542858,1,2021-08-04,1,N,520,23,20,M,20,20,U,,,20,
2021,44988814,146701797,1,2021-08-04,1,N,13C,43,40,M,20,20,U,,,40,
2021,44398468,144484681,1,2021-08-04,1,N,13B,52,49,M,20,20,U,,,49,
2021,44398469,144484681,2,2021-08-04,1,N,13A,54,51,M,10,20,N,,,51,
2021,44988901,146702667,1,2021-08-04,1,N,520,42,39,M,20,20,N,,,39,
2021,44988902,146702667,2,2021-08-04,1,N,520,35,32,M,20,20,N,,,32,
2021,44988793,146701631,1,2021-08-04,1,N,13B,91,88,M,20,20,R,,,88,
2021,44988800,146701684,1,2021-08-05,3,N,13B,29,26,M,20,20,R,,,26,
2021,44988849,146702205,1,2021-08-05,1,N,13B,33,30,M,20,40,N,,,30,
2021,44988792,146701602,1,2021-08-05,1,N,13A,30,27,M,20,20,U,,,27,
2021,44988779,146701458,1,2021-08-05,1,N,23F,45,42,F,20,20,R,,,42,
2021,44988785,146701516,1,2021-08-05,1,N,13B,33,30,F,20,20,U,,,30,
2021,44988811,146701775,1,2021-08-05,1,N,13B,43,40,F,20,20,U,,,40,
2021,44988875,146702443,1,2021-08-07,3,N,23C,37,34,M,20,40,U,,,34,
2021,44989340,146705815,1,2021-08-05,1,N,120,18,15,M,10,20,R,R,,15,
2021,44988840,146702075,1,2021-08-05,1,N,13B,35,32,F,98,40,R,,,32,
2021,44988788,146701529,1,2021-08-05,3,N,13B,43,40,M,20,20,U,,,40,
2021,44988834,146702012,1,2021-08-05,1,N,13B,41,38,F,20,20,R,,,38,
2021,43979208,142965330,1,2021-08-05,1,N,13B,63,60,F,20,20,R,,,60,
2021,44988876,146702444,1,2021-08-05,1,N,520,19,16,M,20,20,R,R,,16,
2021,44988827,146701955,1,2021-08-05,1,N,35A,32,29,M,20,20,U,,,29,
2021,44988892,146702600,1,2021-08-05,1,N,13C,20,17,M,20,20,R,R,,17,
2021,44988843,146702141,1,2021-08-05,1,N,13B,22,19,F,20,20,R,,,19,
2021,44988870,146702342,1,2021-08-05,1,N,13B,24,21,F,20,20,R,,,21,
2021,44988831,146701998,1,2021-08-05,1,N,13B,45,42,F,20,20,U,,,42,
2021,44988832,146701998,2,2021-08-05,1,N,13B,23,20,M,20,20,U,,,20,
2021,44989573,146706335,1,2021-08-05,1,N,13B,41,38,M,20,40,U,,,38,
2021,44988846,146702192,1,2021-08-05,1,N,290,25,22,F,20,20,R,,,22,
2021,44989059,146704051,1,2021-08-06,1,N,13B,49,46,M,10,20,U,,,46,
2021,44988883,146702521,1,2021-08-06,1,N,13B,57,54,M,20,20,U,,,54,
2021,46149887,150921411,1,2021-08-06,1,N,13B,58,55,M,20,20,R,,,55,
2021,44988839,146702064,1,2021-08-06,1,N,13B,29,26,M,20,40,U,,,26,
2021,44398501,144484979,1,2021-08-06,1,N,13B,38,35,F,20,20,U,,,35,
2021,44989643,146706663,1,2021-08-06,1,N,13B,36,33,M,10,10,U,,,33,
2021,44989359,146705856,1,2021-08-06,1,N,13C,37,34,M,20,20,R,,,34,
2021,44988933,146702921,1,2021-08-19,1,M,290,49,46,M,20,20,U,,,46,
2021,44989618,146706563,1,2021-08-06,1,N,13C,24,21,F,20,20,U,,,21,
2021,44988847,146702197,1,2021-08-09,3,N,13B,47,44,M,10,20,U,,,39,49
2021,45742223,149542370,1,2021-08-06,1,N,13B,40,37,F,10,20,U,,,37,
2021,44989552,146706261,1,2021-08-06,1,N,23A,56,53,M,10,20,R,,,53,
2021,44989553,146706261,2,2021-08-06,1,N,23H,44,41,M,20,20,R,,,41,
2021,44988880,146702473,1,2021-08-06,1,N,13B,32,29,M,20,20,R,,,29,
2021,44988836,146702052,1,2021-08-06,1,N,13B,30,27,M,20,20,N,,,27,
2021,44988885,146702529,1,2021-08-06,1,N,13B,33,30,M,20,20,U,,,30,
2021,44989603,146706507,1,2021-08-19,3,N,13A,54,51,F,20,20,R,,,51,
2021,44989379,146705890,1,2021-08-07,1,N,290,59,56,M,20,20,R,,,56,
2021,44988851,146702217,1,2021-08-07,1,N,13B,29,26,M,20,20,N,,,26,
2021,44988874,146702437,1,2021-08-07,1,N,13B,37,34,M,20,40,U,,,34,
2021,44988818,146701880,1,2021-08-07,1,N,220,33,30,M,10,20,U,,,21,40
2021,44989362,146705861,1,2021-08-07,1,N,13B,32,29,F,20,20,U,,,29,
2021,45742308,149542540,1,2021-08-07,1,M,13B,24,21,M,98,10,R,,,21,
2021,45742420,149542793,1,2021-08-07,1,C,13B,24,21,M,98,10,R,,,21,
2021,44988828,146701967,1,2021-08-07,1,N,13B,28,25,F,20,20,U,,,25,
2021,44988889,146702574,1,2021-08-07,1,N,13B,30,27,M,20,20,R,,,27,
2021,44989598,146706479,1,2021-08-07,1,N,13C,32,29,M,20,20,N,,,29,
2021,44988869,146702340,1,2021-08-07,1,N,13B,33,30,M,20,20,R,,,30,
2021,44989622,146706580,1,2021-08-07,1,N,290,50,47,M,20,10,U,,,47,
2021,44989671,146706792,1,2021-08-07,1,N,520,32,29,F,20,20,R,,,29,
2021,44989382,146705897,1,2021-08-08,3,N,09A,25,22,M,20,20,N,,,22,
2021,44989334,146705801,1,2021-08-07,1,N,13B,35,32,F,10,10,N,,,32,
2021,44398621,144486073,1,2021-08-07,1,M,13A,40,37,M,20,20,U,,,37,
2021,44398466,144484660,1,2021-08-07,1,C,13A,40,37,M,20,20,U,,,37,
2021,44989611,146706539,1,2021-08-07,1,N,13A,25,22,M,10,20,U,,,22,
2021,44988858,146702272,1,2021-08-07,3,N,13A,41,38,M,20,40,R,,,38,
2021,45742754,149543787,1,2021-08-07,1,N,13B,67,64,M,20,40,U,,,64,
2021,44988859,146702274,1,2021-08-07,1,N,290,42,39,F,10,40,U,,,39,
2021,44398519,144485121,1,2021-08-07,1,N,520,39,36,M,20,20,R,,,36,
2021,44989608,146706535,1,2021-08-07,1,N,13B,41,38,M,10,40,U,,,38,
2021,44989366,146705870,1,2021-08-07,1,N,290,29,26,M,20,40,U,,,26,
2021,44989363,146705862,1,2021-08-07,1,N,13B,23,20,F,20,20,R,,,20,
2021,44988833,146702000,1,2021-08-08,1,N,13B,60,57,M,20,20,N,,,57,
2021,44988853,146702229,1,2021-08-08,1,N,13B,20,17,F,20,20,R,R,,17,
2021,44988848,146702202,1,2021-08-15,1,N,11D,38,35,M,20,40,R,,,35,
2021,45742473,149542917,1,2021-08-08,1,N,520,30,27,M,20,20,R,,,27,
2021,44989396,146705918,1,2021-08-08,1,N,250,57,54,F,20,20,U,,,54,
2021,44988855,146702232,1,2021-08-08,1,N,13C,37,34,F,20,40,R,,,34,
2021,44988850,146702216,1,2021-08-08,1,N,13B,56,53,M,10,10,U,,,53,
2021,44989607,146706532,1,2021-08-08,1,N,13B,50,47,M,20,20,U,,,47,
2021,44989564,146706310,1,2021-08-08,1,N,13B,42,39,F,20,20,U,,,39,
2021,46149874,150921342,1,2021-08-23,1,M,23D,42,39,M,20,20,R,,,39,
2021,44989590,146706427,1,2021-08-08,1,N,520,43,40,M,20,20,R,,,40,
2021,44988997,146703461,1,2021-08-08,1,N,11D,36,33,M,20,20,R,,,33,
2021,44989637,146706643,1,2021-08-08,1,N,520,28,25,F,20,20,U,,,25,
2021,44989398,146705921,1,2021-08-08,1,N,13A,26,23,M,20,20,R,,,23,
2021,44989399,146705921,2,2021-08-08,1,N,13A,36,33,M,20,20,R,,,33,
2021,44988867,146702329,1,2021-08-08,1,N,13B,66,63,M,20,20,U,,,63,
2021,44988842,146702090,1,2021-08-08,1,N,13B,22,19,M,10,10,U,,,19,
2021,44988820,146701910,1,2021-08-08,1,N,13C,43,40,M,20,20,R,,,40,
2021,44988877,146702461,1,2021-08-11,1,N,240,17,14,M,20,20,U,R,,14,
2021,44988845,146702191,1,2021-08-08,1,N,290,56,53,M,20,40,U,,,53,
2021,44988935,146702982,1,2021-08-08,1,N,13A,40,37,F,20,20,R,,,37,
2021,44989405,146705932,1,2021-09-12,3,N,13B,47,44,M,10,40,U,,,44,
2021,44988887,146702536,1,2021-08-09,1,N,290,58,55,M,20,20,R,,,55,
2021,44989394,146705915,1,2021-08-08,1,N,35A,56,53,M,20,20,R,,,53,
2021,44988991,146703425,1,2021-08-09,1,N,13B,38,35,F,20,20,U,,,35,
2021,44988903,146702669,1,2021-08-09,1,N,13B,30,27,M,10,40,U,,,27,
2021,44988844,146702190,1,2021-08-09,1,N,290,28,25,M,20,20,U,,,25,
2021,46149893,150921436,1,2021-08-23,1,M,23D,42,39,M,20,20,R,,,39,
2021,46149892,150921435,1,2021-08-09,1,N,13B,34,31,M,20,40,U,,,31,
2021,44988863,146702287,1,2021-08-09,3,N,09A,45,42,M,20,20,U,,,42,
2021,44989349,146705835,1,2021-09-04,1,C,220,43,40,M,98,10,R,,,40,
2021,46149863,150921284,1,2021-08-09,1,N,23H,68,65,M,20,20,R,,,65,
2021,44988881,146702492,1,2021-08-11,1,C,13C,35,32,M,20,20,R,,,32,
2021,44988884,146702522,1,2021-08-09,1,N,220,33,30,M,20,20,U,,,30,
2021,44398496,144484906,1,2021-08-09,1,N,23D,42,39,M,20,20,U,,,39,
2021,44989576,146706361,1,2021-08-09,1,N,13A,26,23,M,10,20,N,,,23,
2021,44989544,146706217,1,2021-08-09,3,N,23H,34,31,M,20,20,U,,,31,
2021,45742372,149542646,1,2021-08-09,1,N,520,28,25,F,20,20,R,,,25,
2021,46149836,150921142,1,2021-08-09,1,N,13B,34,31,M,20,40,U,,,31,
2021,44988841,146702089,1,2021-08-09,1,N,13C,24,21,M,20,20,R,,,21,
2021,44988837,146702054,1,2021-08-10,1,N,23H,27,24,M,20,20,U,,,24,
2021,44989543,146706216,1,2021-08-09,3,N,13A,35,32,M,20,20,R,,,32,
2021,44988873,146702432,1,2021-08-09,1,N,520,30,27,M,20,20,R,,,27,
2021,44989085,146704253,1,2021-08-09,1,N,13B,35,32,M,20,40,U,,,32,
2021,44988864,146702294,1,2021-08-09,1,N,13B,47,44,M,20,20,U,,,44,
2021,44989541,146706201,1,2021-08-09,1,N,13B,37,34,F,10,40,N,,,34,
2021,44989392,146705912,1,2021-08-09,1,N,13B,35,32,M,20,20,R,,,32,
2021,44988923,146702851,1,2021-08-09,1,N,13B,35,32,M,20,20,U,,,32,
2021,44988910,146702758,1,2021-08-10,1,N,290,41,38,M,20,20,R,,,38,
2021,44988907,146702707,1,2021-08-10,1,N,13B,39,36,F,10,20,U,,,36,
2021,44647726,145432417,1,2021-08-30,3,N,220,57,54,M,20,20,R,,,54,
2021,44988914,146702783,1,2021-08-19,1,C,290,49,46,M,20,20,U,,,46,
2021,44989352,146705843,1,2021-08-10,1,N,13C,53,50,M,10,20,N,,,50,
2021,44989064,146704085,1,2021-08-10,1,N,13B,45,42,F,20,40,R,,,42,
2021,44989542,146706214,1,2021-08-12,3,M,13A,30,27,M,20,20,R,,,27,
2021,44989600,146706486,1,2021-08-10,1,N,13B,23,20,M,20,20,R,,,20,
2021,44988918,146702817,1,2021-08-10,1,N,13B,23,20,M,20,20,R,,,20,
2021,44989094,146704310,1,2021-08-10,1,N,13B,49,46,M,10,40,U,,,46,
2021,44989095,146704310,2,2021-08-10,1,N,13B,38,35,M,10,40,U,,,35,
2021,44989604,146706514,1,2021-08-14,3,N,13B,56,53,M,20,20,R,,,53,
2021,44989589,146706426,1,2021-08-10,1,N,520,44,41,M,20,20,N,,,41,
2021,44988919,146702830,1,2021-08-10,1,N,13B,31,28,F,20,20,R,,,28,
2021,44988936,146702985,1,2021-08-10,1,N,520,23,20,M,20,20,R,,,20,
2021,44989336,146705806,1,2021-08-10,1,N,26G,32,29,M,40,20,U,,,29,
2021,44988931,146702902,1,2021-08-11,1,N,13B,35,32,M,20,20,N,,,32,
2021,44989592,146706431,1,2021-08-11,1,N,13B,39,36,F,20,40,U,,,36,
2021,44988934,146702943,1,2021-08-11,1,N,13B,46,43,M,20,40,R,,,43,
2021,44988939,146703014,1,2021-08-11,1,N,13B,42,39,M,20,20,U,,,39,
2021,44988893,146702605,1,2021-08-11,1,N,13B,29,26,M,20,20,U,,,26,
2021,44988912,146702767,1,2021-08-11,1,N,13A,41,38,F,20,40,N,,,38,
2021,44988941,146703019,1,2021-08-11,1,N,220,51,48,M,20,20,R,,,48,
2021,44988835,146702018,1,2021-08-11,1,M,13C,35,32,M,20,20,R,,,32,
2021,44989353,146705845,1,2021-08-11,1,M,23D,46,43,M,20,20,R,,,43,
2021,44988952,146703113,1,2021-08-11,1,N,13B,27,24,M,20,20,R,,,24,
2021,44989599,146706483,1,2021-08-11,1,N,13C,49,46,M,20,20,U,,,46,
2021,45742748,149543758,1,2021-08-11,1,N,13B,32,29,F,20,20,R,,,29,
2021,44988940,146703017,1,2021-08-11,1,N,13B,63,60,M,20,20,R,,,60,
2021,44989378,146705889,1,2021-08-16,1,N,13A,32,29,M,20,20,R,,,29,
2021,44988899,146702641,1,2021-08-11,1,N,13C,41,38,M,20,20,R,,,38,
2021,44988906,146702706,1,2021-08-11,1,N,13B,34,31,M,20,20,R,,,31,
2021,43979280,142965600,1,2021-08-11,1,N,120,24,21,M,20,20,U,,,21,
2021,43979281,142965600,2,2021-08-11,1,N,120,17,14,M,20,20,U,R,,14,
2021,44988898,146702636,1,2021-08-11,1,N,13B,32,29,M,20,20,R,,,29,
2021,44989404,146705930,1,2021-09-06,3,N,290,56,53,M,20,20,R,,,53,
2021,44989397,146705919,1,2021-08-11,2,N,250,62,59,F,20,40,R,,,59,
2021,44989633,146706629,1,2021-08-11,1,N,13B,54,51,M,20,40,U,,,51,
2021,44988911,146702761,1,2021-08-11,1,N,13B,27,24,M,20,20,U,,,24,
2021,44988956,146703172,1,2021-08-11,1,N,250,41,38,M,20,20,R,,,38,
2021,44988947,146703076,1,2021-08-11,1,N,23C,28,25,M,20,40,U,,,25,
2021,44988957,146703182,1,2021-08-11,1,N,13B,59,56,M,20,40,R,,,56,
2021,44989129,146704560,1,2021-08-11,1,N,520,29,26,M,20,20,R,,,26,
2021,44988908,146702730,1,2021-08-11,1,N,13B,58,55,M,20,20,R,,,55,
2021,44988964,146703267,1,2021-08-11,1,N,13B,22,19,F,20,20,R,,,19,
2021,44989383,146705898,1,2021-08-12,1,N,220,27,24,M,20,20,R,,,24,
2021,44988942,146703037,1,2021-08-12,1,N,13B,35,32,M,20,20,R,,,32,
2021,44988954,146703132,1,2021-08-12,1,N,13B,38,35,F,20,40,R,,,35,
2021,44647759,145432710,1,2021-09-01,3,C,13B,30,27,M,20,20,R,,,27,
2021,45742470,149542904,1,2021-08-12,1,N,13C,38,35,F,20,20,U,,,35,
2021,44988921,146702837,1,2021-08-12,1,N,13C,63,60,M,20,20,R,,,60,
2021,44647771,145432806,1,2021-08-12,1,C,290,67,64,F,10,40,U,,,29,99
2021,44398483,144484802,1,2021-08-12,1,N,23D,33,30,M,20,20,R,,,30,
2021,44988958,146703184,1,2021-08-12,1,N,23C,55,52,M,20,40,U,,,52,
2021,44988913,146702773,1,2021-08-12,1,N,23H,36,33,M,20,20,R,,,33,
2021,44989390,146705909,1,2021-08-12,1,N,13B,36,33,M,10,20,U,,,33,
2021,44989579,146706378,1,2021-08-12,1,N,250,46,43,M,20,40,U,,,43,
2021,45742309,149542542,1,2021-08-12,1,N,13B,17,14,F,20,40,R,R,,14,
2021,45742434,149542823,1,2021-08-12,1,N,35A,45,42,M,20,20,N,,,42,
2021,45742438,149542823,2,2021-08-12,1,N,35A,48,45,M,20,20,U,,,45,
2021,44989557,146706273,1,2021-08-12,1,N,520,47,44,M,20,20,U,,,44,
2021,44988925,146702866,1,2021-08-12,1,N,290,31,28,M,20,20,R,,,28,
2021,45742752,149543781,1,2021-08-12,1,N,13B,28,25,M,20,40,U,,,25,
2021,44989360,146705858,1,2021-08-12,1,N,13B,38,35,F,20,40,R,,,35,
2021,44988900,146702664,1,2021-08-12,1,N,240,18,15,M,20,20,R,R,,15,
2021,44988891,146702589,1,2021-08-12,3,N,290,28,25,M,20,20,R,,,25,
2021,44988904,146702694,1,2021-08-12,1,N,13B,57,54,F,20,40,U,,,54,
2021,44647743,145432512,1,2021-08-12,1,M,290,67,64,F,10,40,U,,,29,99
2021,44988953,146703119,1,2021-08-12,1,N,250,30,27,M,20,20,R,,,27,
2021,44988938,146702996,1,2021-08-13,1,N,13B,53,50,M,20,20,U,,,50,
2021,44989072,146704143,1,2021-08-13,1,N,13B,32,29,F,10,10,R,,,29,
2021,44988916,146702808,1,2021-08-13,3,N,100,28,25,M,20,20,R,,,25,
2021,44988949,146703100,1,2021-08-13,3,N,26E,37,34,M,20,40,U,,,34,
2021,44988927,146702890,1,2021-08-13,1,N,290,22,19,M,20,40,U,,,19,
2021,44989079,146704208,1,2021-08-13,1,N,13B,34,31,M,20,20,R,,,31,
2021,44988937,146702987,1,2021-08-13,1,N,13B,23,20,F,20,40,U,,,20,
2021,44988962,146703241,1,2021-08-13,1,N,520,31,28,F,20,20,R,,,28,
2021,44988955,146703168,1,2021-08-13,1,N,120,26,23,M,20,20,R,,,23,
2021,44988924,146702863,1,2021-08-15,3,N,09A,24,21,M,20,20,U,,,21,
2021,44989062,146704077,1,2021-08-13,1,N,13B,43,40,F,20,20,R,,,40,
2021,44988946,146703061,1,2021-08-13,1,N,290,33,30,F,10,20,R,,,30,
2021,44988932,146702918,1,2021-08-13,1,N,13B,27,24,M,20,20,R,,,24,
2021,44989355,146705848,1,2021-08-13,1,N,23H,45,42,M,20,20,R,,,42,
2021,44988943,146703039,1,2021-08-13,1,N,13C,44,41,M,20,40,R,,,41,
2021,44988976,146703332,1,2021-08-13,1,N,280,46,43,M,20,40,R,,,43,
2021,46149861,150921275,1,2021-08-23,1,M,23D,42,39,M,20,20,R,,,39,
2021,46149880,150921392,1,2021-08-23,1,M,23D,42,39,M,20,20,R,,,39,
2021,44989083,146704247,1,2021-08-13,1,N,13C,28,25,M,20,20,U,,,25,
2021,44988993,146703433,1,2021-08-15,1,N,13C,39,36,M,20,40,U,,,36,
2021,44988998,146703470,1,2021-08-14,1,N,13B,66,63,M,20,20,R,,,63,
2021,44989041,146703872,1,2021-08-14,1,N,13B,33,30,M,10,10,U,,,30,
2021,44989174,146704988,1,2021-08-14,1,N,13B,44,41,M,20,40,R,,,41,
2021,44988995,146703459,1,2021-08-14,1,N,13B,38,35,M,20,40,R,,,35,
2021,44989584,146706398,1,2021-08-14,1,N,520,30,27,M,20,20,N,,,27,
2021,44988978,146703347,1,2021-08-14,1,N,520,41,38,M,20,20,R,,,38,
2021,44989028,146703719,1,2021-08-17,3,N,09A,57,54,M,20,20,U,,,54,
2021,44989400,146705923,1,2021-08-14,1,N,23H,24,21,M,20,20,R,,,21,
2021,44988971,146703305,1,2021-08-14,1,N,13B,27,24,M,20,40,U,,,24,
2021,44989386,146705905,1,2021-08-14,3,N,13B,42,39,F,20,20,N,,,39,
2021,44989387,146705905,2,2021-09-01,3,N,13B,36,33,M,20,20,N,,,33,
2021,44398528,144485192,1,2021-08-14,1,N,290,16,13,F,20,40,R,R,,13,
2021,44988990,146703422,1,2021-08-14,1,N,290,31,28,M,20,20,U,,,28,
2021,44989537,146706177,1,2021-08-14,1,N,23H,57,54,M,20,20,U,,,54,
2021,44988981,146703358,1,2021-08-14,1,N,13B,47,44,F,20,20,R,,,44,
2021,44989030,146703743,1,2021-08-14,1,N,13B,29,26,F,20,20,U,,,26,
2021,44989024,146703684,1,2021-08-14,1,N,13B,39,36,F,20,20,U,,,36,
2021,44989606,146706530,1,2021-08-14,1,N,35A,42,39,M,20,20,R,,,39,
2021,44989634,146706634,1,2021-08-14,1,N,13C,69,66,M,98,10,U,,,66,
2021,44989013,146703622,1,2021-08-14,1,N,290,39,36,F,20,40,R,,,36,
2021,44989623,146706584,1,2021-08-14,1,N,13B,26,23,M,20,20,N,,,23,
2021,44989018,146703645,1,2021-08-14,1,N,13B,51,48,M,20,20,R,,,48,
2021,44989612,146706540,1,2021-08-14,1,N,13C,29,26,M,20,20,R,,,26,
2021,46150015,150922082,1,2021-08-14,1,N,13C,55,52,M,20,20,U,,,52,
2021,44989020,146703665,1,2021-08-14,1,N,13A,27,24,F,20,20,R,,,24,
2021,44989021,146703665,2,2021-08-14,1,N,13B,32,29,M,20,20,U,,,29,
2021,44989628,146706608,1,2021-08-14,1,N,13B,27,24,F,98,40,U,,,24,
2021,44988988,146703420,1,2021-08-14,1,N,520,30,27,M,20,20,R,,,27,
2021,44989613,146706543,1,2021-08-15,1,N,13C,32,29,M,20,20,N,,,29,
2021,44989627,146706606,1,2021-08-15,1,N,13B,47,44,F,20,20,R,,,44,
2021,44989536,146706175,1,2021-08-15,1,N,13B,51,48,M,20,40,U,,,47,49
2021,44988986,146703395,1,2021-08-15,1,N,13B,49,46,F,20,20,U,,,46,
2021,44989597,146706478,1,2021-08-15,1,N,13B,33,30,F,20,40,U,,,25,35
2021,44989641,146706649,1,2021-08-15,1,N,13B,44,41,M,98,10,R,,,41,
2021,44989345,146705829,1,2021-08-15,1,N,13B,54,51,F,20,20,R,,,51,
2021,44988994,146703453,1,2021-08-15,1,N,13B,27,24,F,20,40,R,,,24,
2021,44989645,146706680,1,2021-08-15,1,N,13B,61,58,M,20,20,U,,,58,
2021,44989535,146706174,1,2021-08-15,1,N,13B,26,23,F,20,40,U,,,23,
2021,44989567,146706320,1,2021-08-15,1,N,13B,18,15,M,20,20,U,R,,15,
2021,44989554,146706263,1,2021-08-15,1,N,13B,35,32,M,20,20,R,,,32,
2021,44988959,146703191,1,2021-08-15,1,N,23H,46,43,M,20,20,R,,,43,
2021,44989388,146705906,1,2021-08-15,1,N,13A,55,52,F,20,20,R,,,52,
2021,44647725,145432414,1,2021-08-15,1,N,13A,35,32,M,20,20,R,,,32,
2021,44989654,146706724,1,2021-08-15,1,N,35A,68,65,M,20,20,U,,,65,
2021,44989588,146706421,1,2021-08-15,1,N,13C,41,38,M,20,20,R,,,38,
2021,44988969,146703297,1,2021-08-15,1,N,13B,39,36,M,20,20,R,,,36,
2021,44989551,146706252,1,2021-08-16,1,N,23H,37,34,M,20,20,N,,,34,
2021,44989346,146705830,1,2021-08-16,1,N,13B,29,26,F,10,10,U,,,26,
2021,44989008,146703560,1,2021-08-16,1,N,13C,30,27,F,20,40,U,,,27,
2021,44989632,146706624,1,2021-08-16,1,N,13B,63,60,M,20,40,U,,,60,
2021,44988982,146703371,1,2021-08-16,1,N,13B,29,26,M,20,20,R,,,26,
2021,44989015,146703633,1,2021-08-19,3,N,13B,43,40,M,20,20,R,,,40,
2021,44989651,146706711,1,2021-08-16,1,N,290,36,33,M,10,20,U,,,33,
2021,44989639,146706647,1,2021-08-16,1,N,13B,36,33,M,10,20,U,,,33,
2021,44988989,146703421,1,2021-08-16,1,N,13A,31,28,F,20,20,U,,,28,
